funcPK,equipePK,dataPK,cargoPK,salario,quantidadeLancamentos
52,9,1132,268,4116.83,1
147,2,1160,64,1559.94,1
124,2,1160,329,8102.77,1
175,1,1160,328,2532.51,1
171,1,1160,245,7882.7,1
148,2,1160,65,4404.59,1
5,2,1160,112,2226.66,1
128,1,1160,341,6157.04,1
82,2,1160,43,1585.51,1
28,1,1160,253,1594.02,1
46,1,1160,390,9880.16,1
91,2,1160,233,10931.47,1
176,2,1160,241,2005.49,1
172,1,1160,351,14218.28,1
155,1,1160,121,2002.57,1
19,2,1160,223,1778.26,1
94,1,1160,394,2505.1,1
26,2,1160,350,9162.46,1
55,2,1160,313,3215.53,1
29,1,1160,62,4128.44,1
181,1,1160,249,11082.75,1
118,1,1160,169,1741.33,1
174,1,1160,183,14734.1,1
141,1,1160,63,10162.84,1
188,1,1160,386,14995.02,1
112,2,1160,419,4320.96,1
34,1,1160,16,1633.22,1
69,1,1160,68,4256.5,1
62,1,1160,422,5297.77,1
190,2,1160,254,4083.85,1
17,2,1160,2,5161.85,1
10,2,1160,395,5545.2,1
199,2,1160,116,4703.6,1
76,1,1160,383,4875.68,1
106,2,1160,234,9611.98,1
179,1,1160,12,21059.63,1
111,2,1160,396,10078.44,1
43,1,1160,74,10589.74,1
173,2,1160,53,6579.73,1
183,2,1160,240,23969.94,1
53,2,1160,229,3635.55,1
42,1,1160,177,12777.09,1
116,2,1160,343,5859.58,1
30,2,1160,408,17965.17,1
66,1,1160,115,3051.27,1
35,2,1160,412,1793.43,1
195,2,1160,306,14363.61,1
104,2,1160,36,14184.62,1
73,1,1160,163,2068.1,1
48,1,1160,270,14992.14,1
33,1,1160,27,9169.9,1
135,5,1160,94,1797.28,1
184,3,1160,69,10199.72,1
196,3,1160,125,4478.12,1
78,5,1160,427,1818.43,1
20,5,1160,10,1997.42,1
88,3,1160,87,11291.45,1
39,3,1160,52,4182.55,1
22,3,1160,176,4171.08,1
79,4,1160,142,2581.24,1
37,5,1160,323,4496.08,1
152,3,1160,380,4052.34,1
67,5,1160,40,1678.4,1
192,3,1160,324,19049.82,1
97,3,1160,137,7795.87,1
120,5,1160,303,9841.55,1
122,4,1160,328,1580.93,1
74,4,1160,334,1984.86,1
137,4,1160,17,12079.93,1
4,5,1160,3,10498.14,1
110,3,1160,422,10081.19,1
160,4,1160,54,12717.71,1
40,4,1160,473,6637.9,1
121,3,1160,181,1707.51,1
149,5,1160,171,17351.46,1
90,5,1160,11,8180.52,1
189,5,1160,416,6686.45,1
36,3,1160,13,3334.71,1
156,3,1160,419,5960.95,1
11,3,1160,8,6907.06,1
89,3,1160,149,7338.25,1
185,3,1160,146,5560.16,1
169,3,1160,471,10260.88,1
15,3,1160,335,4543.46,1
168,5,1160,252,14688.97,1
56,4,1160,414,11613.92,1
198,3,1160,80,4695.24,1
59,5,1160,50,5383.27,1
6,5,1160,44,5171.52,1
178,4,1160,330,26470.39,1
64,5,1160,257,4420.97,1
146,5,1160,479,8654.24,1
58,4,1160,248,11131.02,1
140,3,1160,417,17017.5,1
109,3,1160,155,5362.41,1
151,5,1160,331,2148.44,1
139,4,1160,70,1901.47,1
197,5,1160,254,4262.23,1
130,5,1160,245,4507.96,1
2,3,1160,463,1668.94,1
131,3,1160,326,9628.82,1
200,5,1160,318,10631.74,1
85,3,1160,58,13282.6,1
119,5,1160,74,6850.11,1
9,3,1160,72,13083.56,1
38,5,1160,139,3434.05,1
7,5,1160,431,7232.49,1
65,3,1160,311,4416.36,1
123,5,1160,183,9786.13,1
163,4,1160,77,7949.62,1
125,3,1160,113,6151.17,1
32,7,1160,179,4685.89,1
49,7,1160,452,5494.44,1
129,8,1160,487,2563.54,1
157,7,1160,47,5212.74,1
113,6,1160,40,3485.08,1
105,8,1160,443,4312.41,1
81,8,1160,502,2085.85,1
80,6,1160,494,6300.52,1
194,6,1160,450,17772.11,1
21,8,1160,216,32140.55,1
170,7,1160,421,1501.57,1
177,8,1160,49,2693.82,1
50,8,1160,158,4895.71,1
158,7,1160,105,10828.52,1
107,8,1160,39,12459.79,1
93,7,1160,248,4714.7,1
134,8,1160,143,4112.61,1
108,7,1160,8,5846.38,1
51,7,1160,414,19858.51,1
86,7,1160,198,9471.15,1
77,8,1160,266,4478.94,1
83,8,1160,193,2054.45,1
63,7,1160,493,1611.95,1
31,8,1160,3,10845.54,1
180,8,1160,431,9388.55,1
44,8,1160,24,11039.32,1
68,8,1160,194,8647.36,1
187,8,1160,43,1919.34,1
193,7,1160,210,47140.17,1
1,6,1160,80,24016.37,1
95,7,1160,181,1503.93,1
127,8,1160,54,9377.5,1
27,8,1160,76,1964.01,1
117,8,1160,429,14711.11,1
164,6,1160,169,2797.97,1
142,8,1160,458,7065.11,1
145,6,1160,259,2018.86,1
186,7,1160,422,4534.61,1
14,7,1160,173,4179.6,1
126,8,1160,447,9045.12,1
132,8,1160,171,23183.39,1
72,8,1160,44,5516.3,1
54,6,1160,99,11842.55,1
102,7,1160,256,2085.17,1
191,6,1160,27,10975.3,1
41,6,1160,20,9126.75,1
136,8,1160,244,1934.41,1
98,6,1160,30,9236.3,1
143,7,1160,500,7940.47,1
144,7,1160,246,9404.21,1
114,10,1160,157,2980.47,1
70,9,1160,334,2275.93,1
161,10,1160,15,9036.53,1
133,10,1160,248,6929.36,1
16,10,1160,142,1730.3,1
182,9,1160,105,10576.13,1
165,10,1160,85,1633.96,1
138,9,1160,328,2100.03,1
115,10,1160,529,1563.7,1
153,10,1160,269,9165.94,1
99,9,1160,339,11242.59,1
60,10,1160,152,8032.48,1
3,9,1160,162,11855.47,1
92,9,1160,537,13395.64,1
71,9,1160,515,6517.74,1
23,9,1160,161,4402.95,1
75,9,1160,365,4728.61,1
13,10,1160,144,12055.68,1
84,10,1160,3,11781.26,1
87,10,1160,398,4978.8,1
47,10,1160,516,17411.38,1
12,9,1160,520,3036.49,1
103,9,1160,137,4676.59,1
45,9,1160,402,21831.14,1
8,9,1160,139,1825.1,1
159,9,1160,106,1936.92,1
150,10,1160,376,1890.5,1
167,9,1160,352,1508.68,1
24,9,1160,372,17816.8,1
96,10,1160,255,12765.11,1
25,10,1160,83,6499.03,1
166,10,1160,94,1705.92,1
162,9,1160,378,12854.21,1
154,10,1160,90,15345.03,1
18,10,1160,349,1897.85,1
101,9,1160,249,10694.08,1
57,10,1160,2,8651.9,1
100,10,1160,267,9985.22,1
61,9,1160,528,9245.98,1
52,9,1160,268,4116.83,1
147,2,1191,64,1559.94,1
124,2,1191,329,8102.77,1
175,1,1191,328,2532.51,1
171,1,1191,245,7882.7,1
148,2,1191,65,4404.59,1
5,2,1191,112,2226.66,1
128,1,1191,341,6157.04,1
82,2,1191,43,1585.51,1
28,1,1191,253,1594.02,1
46,1,1191,390,9880.16,1
91,2,1191,233,10931.47,1
176,2,1191,241,2005.49,1
172,1,1191,351,14218.28,1
155,1,1191,121,2002.57,1
19,2,1191,223,1778.26,1
94,1,1191,394,2505.1,1
26,2,1191,350,9162.46,1
55,2,1191,313,3215.53,1
29,1,1191,62,4128.44,1
181,1,1191,249,11082.75,1
118,1,1191,169,1741.33,1
174,1,1191,183,14734.1,1
141,1,1191,63,10162.84,1
188,1,1191,386,14995.02,1
112,2,1191,419,4320.96,1
34,1,1191,16,1633.22,1
69,1,1191,68,4256.5,1
62,1,1191,422,5297.77,1
190,2,1191,254,4083.85,1
17,2,1191,2,5161.85,1
10,2,1191,395,5545.2,1
199,2,1191,116,4703.6,1
76,1,1191,383,4875.68,1
106,2,1191,234,9611.98,1
179,1,1191,12,21059.63,1
111,2,1191,396,10078.44,1
43,1,1191,74,10589.74,1
173,2,1191,53,6579.73,1
183,2,1191,240,23969.94,1
53,2,1191,229,3635.55,1
42,1,1191,177,12777.09,1
116,2,1191,343,5859.58,1
30,2,1191,408,17965.17,1
66,1,1191,115,3051.27,1
35,2,1191,412,1793.43,1
195,2,1191,306,14363.61,1
104,2,1191,36,14184.62,1
73,1,1191,163,2068.1,1
48,1,1191,270,14992.14,1
33,1,1191,27,9169.9,1
135,5,1191,94,1797.28,1
184,3,1191,69,10199.72,1
196,3,1191,125,4478.12,1
78,5,1191,427,1818.43,1
20,5,1191,10,1997.42,1
88,3,1191,87,11291.45,1
39,3,1191,52,4182.55,1
22,3,1191,176,4171.08,1
79,4,1191,142,2581.24,1
37,5,1191,323,4496.08,1
152,3,1191,380,4052.34,1
67,5,1191,40,1678.4,1
192,3,1191,324,19049.82,1
97,3,1191,137,7795.87,1
120,5,1191,303,9841.55,1
122,4,1191,328,1580.93,1
74,4,1191,334,1984.86,1
137,4,1191,17,12079.93,1
4,5,1191,3,10498.14,1
110,3,1191,422,10081.19,1
160,4,1191,54,12717.71,1
40,4,1191,473,6637.9,1
121,3,1191,181,1707.51,1
149,5,1191,171,17351.46,1
90,5,1191,11,8180.52,1
189,5,1191,416,6686.45,1
36,3,1191,13,3334.71,1
156,3,1191,419,5960.95,1
11,3,1191,8,6907.06,1
89,3,1191,149,7338.25,1
185,3,1191,146,5560.16,1
169,3,1191,471,10260.88,1
15,3,1191,335,4543.46,1
168,5,1191,252,14688.97,1
56,4,1191,414,11613.92,1
198,3,1191,80,4695.24,1
59,5,1191,50,5383.27,1
6,5,1191,44,5171.52,1
178,4,1191,330,26470.39,1
64,5,1191,257,4420.97,1
146,5,1191,479,8654.24,1
58,4,1191,248,11131.02,1
140,3,1191,417,17017.5,1
109,3,1191,155,5362.41,1
151,5,1191,331,2148.44,1
139,4,1191,70,1901.47,1
197,5,1191,254,4262.23,1
130,5,1191,245,4507.96,1
2,3,1191,463,1668.94,1
131,3,1191,326,9628.82,1
200,5,1191,318,10631.74,1
85,3,1191,58,13282.6,1
119,5,1191,74,6850.11,1
9,3,1191,72,13083.56,1
38,5,1191,139,3434.05,1
7,5,1191,431,7232.49,1
65,3,1191,311,4416.36,1
123,5,1191,183,9786.13,1
163,4,1191,77,7949.62,1
125,3,1191,113,6151.17,1
32,7,1191,179,4685.89,1
49,7,1191,452,5494.44,1
129,8,1191,487,2563.54,1
157,7,1191,47,5212.74,1
113,6,1191,40,3485.08,1
105,8,1191,443,4312.41,1
81,8,1191,502,2085.85,1
80,6,1191,494,6300.52,1
194,6,1191,450,17772.11,1
21,8,1191,216,32140.55,1
170,7,1191,421,1501.57,1
177,8,1191,49,2693.82,1
50,8,1191,158,4895.71,1
158,7,1191,105,10828.52,1
107,8,1191,39,12459.79,1
93,7,1191,248,4714.7,1
134,8,1191,143,4112.61,1
108,7,1191,8,5846.38,1
51,7,1191,414,19858.51,1
86,7,1191,198,9471.15,1
77,8,1191,266,4478.94,1
83,8,1191,193,2054.45,1
63,7,1191,493,1611.95,1
31,8,1191,3,10845.54,1
180,8,1191,431,9388.55,1
44,8,1191,24,11039.32,1
68,8,1191,194,8647.36,1
187,8,1191,43,1919.34,1
193,7,1191,210,47140.17,1
1,6,1191,80,24016.37,1
95,7,1191,181,1503.93,1
127,8,1191,54,9377.5,1
27,8,1191,76,1964.01,1
117,8,1191,429,14711.11,1
164,6,1191,169,2797.97,1
142,8,1191,458,7065.11,1
145,6,1191,259,2018.86,1
186,7,1191,422,4534.61,1
14,7,1191,173,4179.6,1
126,8,1191,447,9045.12,1
132,8,1191,171,23183.39,1
72,8,1191,44,5516.3,1
54,6,1191,99,11842.55,1
102,7,1191,256,2085.17,1
191,6,1191,27,10975.3,1
41,6,1191,20,9126.75,1
136,8,1191,244,1934.41,1
98,6,1191,30,9236.3,1
143,7,1191,500,7940.47,1
144,7,1191,246,9404.21,1
114,10,1191,157,2980.47,1
70,9,1191,334,2275.93,1
161,10,1191,15,9036.53,1
133,10,1191,248,6929.36,1
16,10,1191,142,1730.3,1
182,9,1191,105,10576.13,1
165,10,1191,85,1633.96,1
138,9,1191,328,2100.03,1
115,10,1191,529,1563.7,1
153,10,1191,269,9165.94,1
99,9,1191,339,11242.59,1
60,10,1191,152,8032.48,1
3,9,1191,162,11855.47,1
92,9,1191,537,13395.64,1
71,9,1191,515,6517.74,1
23,9,1191,161,4402.95,1
75,9,1191,365,4728.61,1
13,10,1191,144,12055.68,1
84,10,1191,3,11781.26,1
87,10,1191,398,4978.8,1
47,10,1191,516,17411.38,1
12,9,1191,520,3036.49,1
103,9,1191,137,4676.59,1
45,9,1191,402,21831.14,1
8,9,1191,139,1825.1,1
159,9,1191,106,1936.92,1
150,10,1191,376,1890.5,1
167,9,1191,352,1508.68,1
24,9,1191,372,17816.8,1
96,10,1191,255,12765.11,1
25,10,1191,83,6499.03,1
166,10,1191,94,1705.92,1
162,9,1191,378,12854.21,1
154,10,1191,90,15345.03,1
18,10,1191,349,1897.85,1
101,9,1191,249,10694.08,1
57,10,1191,2,8651.9,1
100,10,1191,267,9985.22,1
61,9,1191,528,9245.98,1
52,9,1191,268,4116.83,1
147,2,1221,64,1559.94,1
124,2,1221,329,8102.77,1
175,1,1221,328,2532.51,1
171,1,1221,245,7882.7,1
148,2,1221,65,4404.59,1
5,2,1221,112,2226.66,1
128,1,1221,341,6157.04,1
82,2,1221,43,1585.51,1
28,1,1221,253,1594.02,1
46,1,1221,390,9880.16,1
91,2,1221,233,10931.47,1
176,2,1221,241,2005.49,1
172,1,1221,351,14218.28,1
155,1,1221,121,2002.57,1
19,2,1221,223,1778.26,1
94,1,1221,394,2505.1,1
26,2,1221,350,9162.46,1
55,2,1221,313,3215.53,1
29,1,1221,62,4128.44,1
181,1,1221,249,11082.75,1
118,1,1221,169,1741.33,1
174,1,1221,183,14734.1,1
141,1,1221,63,10162.84,1
188,1,1221,386,14995.02,1
112,2,1221,419,4320.96,1
34,1,1221,16,1633.22,1
69,1,1221,68,4256.5,1
62,1,1221,422,5297.77,1
190,2,1221,254,4083.85,1
17,2,1221,2,5161.85,1
10,2,1221,395,5545.2,1
199,2,1221,116,4703.6,1
76,1,1221,383,4875.68,1
106,2,1221,234,9611.98,1
179,1,1221,12,21059.63,1
111,2,1221,396,10078.44,1
43,1,1221,74,10589.74,1
173,2,1221,53,6579.73,1
183,2,1221,240,23969.94,1
53,2,1221,229,3635.55,1
42,1,1221,177,12777.09,1
116,2,1221,343,5859.58,1
30,2,1221,408,17965.17,1
66,1,1221,115,3051.27,1
35,2,1221,412,1793.43,1
195,2,1221,306,14363.61,1
104,2,1221,36,14184.62,1
73,1,1221,163,2068.1,1
48,1,1221,270,14992.14,1
33,1,1221,27,9169.9,1
135,5,1221,94,1797.28,1
184,3,1221,69,10199.72,1
196,3,1221,125,4478.12,1
78,5,1221,427,1818.43,1
20,5,1221,10,1997.42,1
88,3,1221,87,11291.45,1
39,3,1221,52,4182.55,1
22,3,1221,176,4171.08,1
79,4,1221,142,2581.24,1
37,5,1221,323,4496.08,1
152,3,1221,380,4052.34,1
67,5,1221,40,1678.4,1
192,3,1221,324,19049.82,1
97,3,1221,137,7795.87,1
120,5,1221,303,9841.55,1
122,4,1221,328,1580.93,1
74,4,1221,334,1984.86,1
137,4,1221,17,12079.93,1
4,5,1221,3,10498.14,1
110,3,1221,422,10081.19,1
160,4,1221,54,12717.71,1
40,4,1221,473,6637.9,1
121,3,1221,181,1707.51,1
149,5,1221,171,17351.46,1
90,5,1221,11,8180.52,1
189,5,1221,416,6686.45,1
36,3,1221,13,3334.71,1
156,3,1221,419,5960.95,1
11,3,1221,8,6907.06,1
89,3,1221,149,7338.25,1
185,3,1221,146,5560.16,1
169,3,1221,471,10260.88,1
15,3,1221,335,4543.46,1
168,5,1221,252,14688.97,1
56,4,1221,414,11613.92,1
198,3,1221,80,4695.24,1
59,5,1221,50,5383.27,1
6,5,1221,44,5171.52,1
178,4,1221,330,26470.39,1
64,5,1221,257,4420.97,1
146,5,1221,479,8654.24,1
58,4,1221,248,11131.02,1
140,3,1221,417,17017.5,1
109,3,1221,155,5362.41,1
151,5,1221,331,2148.44,1
139,4,1221,70,1901.47,1
197,5,1221,254,4262.23,1
130,5,1221,245,4507.96,1
2,3,1221,463,1668.94,1
131,3,1221,326,9628.82,1
200,5,1221,318,10631.74,1
85,3,1221,58,13282.6,1
119,5,1221,74,6850.11,1
9,3,1221,72,13083.56,1
38,5,1221,139,3434.05,1
7,5,1221,431,7232.49,1
65,3,1221,311,4416.36,1
123,5,1221,183,9786.13,1
163,4,1221,77,7949.62,1
125,3,1221,113,6151.17,1
32,7,1221,179,4685.89,1
49,7,1221,452,5494.44,1
129,8,1221,487,2563.54,1
157,7,1221,47,5212.74,1
113,6,1221,40,3485.08,1
105,8,1221,443,4312.41,1
81,8,1221,502,2085.85,1
80,6,1221,494,6300.52,1
194,6,1221,450,17772.11,1
21,8,1221,216,32140.55,1
170,7,1221,421,1501.57,1
177,8,1221,49,2693.82,1
50,8,1221,158,4895.71,1
158,7,1221,105,10828.52,1
107,8,1221,39,12459.79,1
93,7,1221,248,4714.7,1
134,8,1221,143,4112.61,1
108,7,1221,8,5846.38,1
51,7,1221,414,19858.51,1
86,7,1221,198,9471.15,1
77,8,1221,266,4478.94,1
83,8,1221,193,2054.45,1
63,7,1221,493,1611.95,1
31,8,1221,3,10845.54,1
180,8,1221,431,9388.55,1
44,8,1221,24,11039.32,1
68,8,1221,194,8647.36,1
187,8,1221,43,1919.34,1
193,7,1221,210,47140.17,1
1,6,1221,80,24016.37,1
95,7,1221,181,1503.93,1
127,8,1221,54,9377.5,1
27,8,1221,76,1964.01,1
117,8,1221,429,14711.11,1
164,6,1221,169,2797.97,1
142,8,1221,458,7065.11,1
145,6,1221,259,2018.86,1
186,7,1221,422,4534.61,1
14,7,1221,173,4179.6,1
126,8,1221,447,9045.12,1
132,8,1221,171,23183.39,1
72,8,1221,44,5516.3,1
54,6,1221,99,11842.55,1
102,7,1221,256,2085.17,1
191,6,1221,27,10975.3,1
41,6,1221,20,9126.75,1
136,8,1221,244,1934.41,1
98,6,1221,30,9236.3,1
143,7,1221,500,7940.47,1
144,7,1221,246,9404.21,1
114,10,1221,157,2980.47,1
70,9,1221,334,2275.93,1
161,10,1221,15,9036.53,1
133,10,1221,248,6929.36,1
16,10,1221,142,1730.3,1
182,9,1221,105,10576.13,1
165,10,1221,85,1633.96,1
138,9,1221,328,2100.03,1
115,10,1221,529,1563.7,1
153,10,1221,269,9165.94,1
99,9,1221,339,11242.59,1
60,10,1221,152,8032.48,1
3,9,1221,162,11855.47,1
92,9,1221,537,13395.64,1
71,9,1221,515,6517.74,1
23,9,1221,161,4402.95,1
75,9,1221,365,4728.61,1
13,10,1221,144,12055.68,1
84,10,1221,3,11781.26,1
87,10,1221,398,4978.8,1
47,10,1221,516,17411.38,1
12,9,1221,520,3036.49,1
103,9,1221,137,4676.59,1
45,9,1221,402,21831.14,1
8,9,1221,139,1825.1,1
159,9,1221,106,1936.92,1
150,10,1221,376,1890.5,1
167,9,1221,352,1508.68,1
24,9,1221,372,17816.8,1
96,10,1221,255,12765.11,1
25,10,1221,83,6499.03,1
166,10,1221,94,1705.92,1
162,9,1221,378,12854.21,1
154,10,1221,90,15345.03,1
18,10,1221,349,1897.85,1
101,9,1221,249,10694.08,1
57,10,1221,2,8651.9,1
100,10,1221,267,9985.22,1
61,9,1221,528,9245.98,1
52,9,1221,268,4116.83,1
147,2,1252,64,1559.94,1
124,2,1252,329,8102.77,1
175,1,1252,328,2532.51,1
171,1,1252,245,7882.7,1
148,2,1252,65,4404.59,1
5,2,1252,112,2226.66,1
128,1,1252,341,6157.04,1
82,2,1252,43,1585.51,1
28,1,1252,253,1594.02,1
46,1,1252,390,9880.16,1
91,2,1252,233,10931.47,1
176,2,1252,241,2005.49,1
172,1,1252,351,14218.28,1
155,1,1252,121,2002.57,1
19,2,1252,223,1778.26,1
94,1,1252,394,2505.1,1
26,2,1252,350,9162.46,1
55,2,1252,313,3215.53,1
29,1,1252,62,4128.44,1
181,1,1252,249,11082.75,1
118,1,1252,169,1741.33,1
174,1,1252,183,14734.1,1
141,1,1252,63,10162.84,1
188,1,1252,386,14995.02,1
112,2,1252,419,4320.96,1
34,1,1252,16,1633.22,1
69,1,1252,68,4256.5,1
62,1,1252,422,5297.77,1
190,2,1252,254,4083.85,1
17,2,1252,2,5161.85,1
10,2,1252,395,5545.2,1
199,2,1252,116,4703.6,1
76,1,1252,383,4875.68,1
106,2,1252,234,9611.98,1
179,1,1252,12,21059.63,1
111,2,1252,396,10078.44,1
43,1,1252,74,10589.74,1
173,2,1252,53,6579.73,1
183,2,1252,240,23969.94,1
53,2,1252,229,3635.55,1
42,1,1252,177,12777.09,1
116,2,1252,343,5859.58,1
30,2,1252,408,17965.17,1
66,1,1252,115,3051.27,1
35,2,1252,412,1793.43,1
195,2,1252,306,14363.61,1
104,2,1252,36,14184.62,1
73,1,1252,163,2068.1,1
48,1,1252,270,14992.14,1
33,1,1252,27,9169.9,1
135,5,1252,94,1797.28,1
184,3,1252,69,10199.72,1
196,3,1252,125,4478.12,1
78,5,1252,427,1818.43,1
20,5,1252,10,1997.42,1
88,3,1252,87,11291.45,1
39,3,1252,52,4182.55,1
22,3,1252,176,4171.08,1
79,4,1252,142,2581.24,1
37,5,1252,323,4496.08,1
152,3,1252,380,4052.34,1
67,5,1252,40,1678.4,1
192,3,1252,324,19049.82,1
97,3,1252,137,7795.87,1
120,5,1252,303,9841.55,1
122,4,1252,328,1580.93,1
74,4,1252,334,1984.86,1
137,4,1252,17,12079.93,1
4,5,1252,3,10498.14,1
110,3,1252,422,10081.19,1
160,4,1252,54,12717.71,1
40,4,1252,473,6637.9,1
121,3,1252,181,1707.51,1
149,5,1252,171,17351.46,1
90,5,1252,11,8180.52,1
189,5,1252,416,6686.45,1
36,3,1252,13,3334.71,1
156,3,1252,419,5960.95,1
11,3,1252,8,6907.06,1
89,3,1252,149,7338.25,1
185,3,1252,146,5560.16,1
169,3,1252,471,10260.88,1
15,3,1252,335,4543.46,1
168,5,1252,252,14688.97,1
56,4,1252,414,11613.92,1
198,3,1252,80,4695.24,1
59,5,1252,50,5383.27,1
6,5,1252,44,5171.52,1
178,4,1252,330,26470.39,1
64,5,1252,257,4420.97,1
146,5,1252,479,8654.24,1
58,4,1252,248,11131.02,1
140,3,1252,417,17017.5,1
109,3,1252,155,5362.41,1
151,5,1252,331,2148.44,1
139,4,1252,70,1901.47,1
197,5,1252,254,4262.23,1
130,5,1252,245,4507.96,1
2,3,1252,463,1668.94,1
131,3,1252,326,9628.82,1
200,5,1252,318,10631.74,1
85,3,1252,58,13282.6,1
119,5,1252,74,6850.11,1
9,3,1252,72,13083.56,1
38,5,1252,139,3434.05,1
7,5,1252,431,7232.49,1
65,3,1252,311,4416.36,1
123,5,1252,183,9786.13,1
163,4,1252,77,7949.62,1
125,3,1252,113,6151.17,1
32,7,1252,179,4685.89,1
49,7,1252,452,5494.44,1
129,8,1252,487,2563.54,1
157,7,1252,47,5212.74,1
113,6,1252,40,3485.08,1
105,8,1252,443,4312.41,1
81,8,1252,502,2085.85,1
80,6,1252,494,6300.52,1
194,6,1252,450,17772.11,1
21,8,1252,216,32140.55,1
170,7,1252,421,1501.57,1
177,8,1252,49,2693.82,1
50,8,1252,158,4895.71,1
158,7,1252,105,10828.52,1
107,8,1252,39,12459.79,1
93,7,1252,248,4714.7,1
134,8,1252,143,4112.61,1
108,7,1252,8,5846.38,1
51,7,1252,414,19858.51,1
86,7,1252,198,9471.15,1
77,8,1252,266,4478.94,1
83,8,1252,193,2054.45,1
63,7,1252,493,1611.95,1
31,8,1252,3,10845.54,1
180,8,1252,431,9388.55,1
44,8,1252,24,11039.32,1
68,8,1252,194,8647.36,1
187,8,1252,43,1919.34,1
193,7,1252,210,47140.17,1
1,6,1252,80,24016.37,1
95,7,1252,181,1503.93,1
127,8,1252,54,9377.5,1
27,8,1252,76,1964.01,1
117,8,1252,429,14711.11,1
164,6,1252,169,2797.97,1
142,8,1252,458,7065.11,1
145,6,1252,259,2018.86,1
186,7,1252,422,4534.61,1
14,7,1252,173,4179.6,1
126,8,1252,447,9045.12,1
132,8,1252,171,23183.39,1
72,8,1252,44,5516.3,1
54,6,1252,99,11842.55,1
102,7,1252,256,2085.17,1
191,6,1252,27,10975.3,1
41,6,1252,20,9126.75,1
136,8,1252,244,1934.41,1
98,6,1252,30,9236.3,1
143,7,1252,500,7940.47,1
144,7,1252,246,9404.21,1
114,10,1252,157,2980.47,1
70,9,1252,334,2275.93,1
161,10,1252,15,9036.53,1
133,10,1252,248,6929.36,1
16,10,1252,142,1730.3,1
182,9,1252,105,10576.13,1
165,10,1252,85,1633.96,1
138,9,1252,328,2100.03,1
115,10,1252,529,1563.7,1
153,10,1252,269,9165.94,1
99,9,1252,339,11242.59,1
60,10,1252,152,8032.48,1
3,9,1252,162,11855.47,1
92,9,1252,537,13395.64,1
71,9,1252,515,6517.74,1
23,9,1252,161,4402.95,1
75,9,1252,365,4728.61,1
13,10,1252,144,12055.68,1
84,10,1252,3,11781.26,1
87,10,1252,398,4978.8,1
47,10,1252,516,17411.38,1
12,9,1252,520,3036.49,1
103,9,1252,137,4676.59,1
45,9,1252,402,21831.14,1
8,9,1252,139,1825.1,1
159,9,1252,106,1936.92,1
150,10,1252,376,1890.5,1
167,9,1252,352,1508.68,1
24,9,1252,372,17816.8,1
96,10,1252,255,12765.11,1
25,10,1252,83,6499.03,1
166,10,1252,94,1705.92,1
162,9,1252,378,12854.21,1
154,10,1252,90,15345.03,1
18,10,1252,349,1897.85,1
101,9,1252,249,10694.08,1
57,10,1252,2,8651.9,1
100,10,1252,267,9985.22,1
61,9,1252,528,9245.98,1
52,9,1252,268,4116.83,1
147,2,1282,64,1559.94,1
124,2,1282,329,8102.77,1
175,1,1282,328,2532.51,1
171,1,1282,245,7882.7,1
148,2,1282,65,4404.59,1
5,2,1282,112,2226.66,1
128,1,1282,341,6157.04,1
82,2,1282,43,1585.51,1
28,1,1282,253,1594.02,1
46,1,1282,390,9880.16,1
91,2,1282,233,10931.47,1
176,2,1282,241,2005.49,1
172,1,1282,351,14218.28,1
155,1,1282,121,2002.57,1
19,2,1282,223,1778.26,1
94,1,1282,394,2505.1,1
26,2,1282,350,9162.46,1
55,2,1282,313,3215.53,1
29,1,1282,62,4128.44,1
181,1,1282,249,11082.75,1
118,1,1282,169,1741.33,1
174,1,1282,183,14734.1,1
141,1,1282,63,10162.84,1
188,1,1282,386,14995.02,1
112,2,1282,419,4320.96,1
34,1,1282,16,1633.22,1
69,1,1282,68,4256.5,1
62,1,1282,422,5297.77,1
190,2,1282,254,4083.85,1
17,2,1282,2,5161.85,1
10,2,1282,395,5545.2,1
199,2,1282,116,4703.6,1
76,1,1282,383,4875.68,1
106,2,1282,234,9611.98,1
179,1,1282,12,21059.63,1
111,2,1282,396,10078.44,1
43,1,1282,74,10589.74,1
173,2,1282,53,6579.73,1
183,2,1282,240,23969.94,1
53,2,1282,229,3635.55,1
42,1,1282,177,12777.09,1
116,2,1282,343,5859.58,1
30,2,1282,408,17965.17,1
66,1,1282,115,3051.27,1
35,2,1282,412,1793.43,1
195,2,1282,306,14363.61,1
104,2,1282,36,14184.62,1
73,1,1282,163,2068.1,1
48,1,1282,270,14992.14,1
33,1,1282,27,9169.9,1
135,5,1282,94,1797.28,1
184,3,1282,69,10199.72,1
196,3,1282,125,4478.12,1
78,5,1282,427,1818.43,1
20,5,1282,10,1997.42,1
88,3,1282,87,11291.45,1
39,3,1282,52,4182.55,1
22,3,1282,176,4171.08,1
79,4,1282,142,2581.24,1
37,5,1282,323,4496.08,1
152,3,1282,380,4052.34,1
67,5,1282,40,1678.4,1
192,3,1282,324,19049.82,1
97,3,1282,137,7795.87,1
120,5,1282,303,9841.55,1
122,4,1282,328,1580.93,1
74,4,1282,334,1984.86,1
137,4,1282,17,12079.93,1
4,5,1282,3,10498.14,1
110,3,1282,422,10081.19,1
160,4,1282,54,12717.71,1
